index,locate,name,rating,classfications,address,hour,url
30,국립중앙박물관,레스토랑 오늘,4.4,한정식집,서울특별시 용산구 장문로 60, 12:00~ 10:00,"https://www.google.com/maps/place/%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%EC%98%A4%EB%8A%98/@37.5193416,126.9668205,14z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDshJzruZnqs6DroZwgMTM3IOq1reumveykkeyVmeuwleusvOq0gA!3s0x357ca2ed7e746c37:0x616286c7a66e50e7!4m2!1d126.9804702!2d37.5238506!3m5!1s0x357ca2333ea25c53:0x998d3cc2860a539c!8m2!3d37.5264093!4d126.9961714!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEua29yZWFuX3RyYWRpdGlvbmFsX2Z1bGxfY291cnNlX21lYWxfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSNU0zTTJORlZSRUFF"
31,국립중앙박물관,키친아이,4.5,음식점,서울특별시 용산구 이촌로 248 31동 상가 204호, 10:30~ 9:00,"https://www.google.com/maps/place/%ED%82%A4%EC%B9%9C%EC%95%84%EC%9D%B4/@37.5209412,126.9731612,16z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDshJzruZnqs6DroZwgMTM3IOq1reumveykkeyVmeuwleusvOq0gA!3s0x357ca2ed7e746c37:0x616286c7a66e50e7!4m2!1d126.9804702!2d37.5238506!3m5!1s0x357ca1f528c74257:0x51bdda29ed99f71d!8m2!3d37.5193372!4d126.9750864!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
32,국립중앙박물관,르미야,4.3,일본식 서양 음식점,서울특별시 용산구 이촌동 301-23, 11:00~ 9:00,"https://www.google.com/maps/place/%EB%A5%B4%EB%AF%B8%EC%95%BC/@37.5188139,126.9752748,16z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDshJzruZnqs6DroZwgMTM3IOq1reumveykkeyVmeuwleusvOq0gA!3s0x357ca2ed7e746c37:0x616286c7a66e50e7!4m2!1d126.9804702!2d37.5238506!3m5!1s0x357ca15c094ea871:0x1eaa7a1128a65e44!8m2!3d37.520495!4d126.975175!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEhamFwYW5pemVkX3dlc3Rlcm5fZm9vZF9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU52ZDFsTFUzaDNSUkFC"
33,국립중앙박물관,르번미 본점,4.2,베트남 음식점,서울특별시 용산구 이촌동 301-23, 11:00~ 3:00,"https://www.google.com/maps/place/%EB%A5%B4%EB%B2%88%EB%AF%B8+%EB%B3%B8%EC%A0%90/@37.5194183,126.9737054,17z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDshJzruZnqs6DroZwgMTM3IOq1reumveykkeyVmeuwleusvOq0gA!3s0x357ca2ed7e746c37:0x616286c7a66e50e7!4m2!1d126.9804702!2d37.5238506!3m4!1s0x0:0xa40e9b01e4c1ba5f!8m2!3d37.5205144!4d126.9751609"
34,국립중앙박물관,현스시,4.4,스시/초밥집,서울특별시 용산구 이촌로, 11:30~ 10:00,"https://www.google.com/maps/place/%ED%98%84%EC%8A%A4%EC%8B%9C/@37.5175832,126.9811044,17z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDshJzruZnqs6DroZwgMTM3IOq1reumveykkeyVmeuwleusvOq0gA!3s0x357ca2ed7e746c37:0x616286c7a66e50e7!4m2!1d126.9804702!2d37.5238506!3m4!1s0x0:0x8e028bee137c9897!8m2!3d37.5178533!4d126.9823049"
35,북악팔각정,라뜰리에꼼때(L’atelier COMTE),5.0,음식점,서울특별시 종로구 성균관로17길 53, 12:00~9:30,"https://www.google.com/maps/place/%EB%9D%BC%EB%9C%B0%EB%A6%AC%EC%97%90%EA%BC%BC%EB%95%8C(L%E2%80%99atelier+COMTE)/@37.5957712,126.9678757,14z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDtj4nssL3rj5kg67aB7JWF7IKw66GcIDI2NyDrtoHslYXtjJTqsIHsoJU!3s0x357cbd374e36d105:0xd89983bba81eaf82!4m2!1d126.9806646!2d37.6015529!3m5!1s0x357cbda7ee94fe91:0x4eb3f5befb6989cc!8m2!3d37.5913718!4d126.9972709!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOTGVqUmhYM2hSUlJBQg"
36,북악팔각정,카레,4.7,음식점,서울특별시 성북구 성북동 성북로 62, 12:00~3:00,"https://www.google.com/maps/place/%EC%B9%B4%EB%A0%88/@37.5945416,126.9871872,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDtj4nssL3rj5kg67aB7JWF7IKw66GcIDI2NyDrtoHslYXtjJTqsIHsoJU!3s0x357cbd374e36d105:0xd89983bba81eaf82!4m2!1d126.9806646!2d37.6015529!3m5!1s0x357cbdc66dfaac51:0xd4c51d5ce36aa93c!8m2!3d37.5930675!4d127.0021523!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
37,북악팔각정,모짜,4.4,이탈리아 음식점,서울특별시 성북구 성북로 102, 11:30~ 3:00,"https://www.google.com/maps/place/%EB%AA%A8%EC%A7%9C/@37.6037901,126.9392507,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDtj4nssL3rj5kg67aB7JWF7IKw66GcIDI2NyDrtoHslYXtjJTqsIHsoJU!3s0x357cbd374e36d105:0xd89983bba81eaf82!4m2!1d126.9806646!2d37.6015529!3m5!1s0x357cbcd6239000c5:0x2d90fc5a10ae13a3!8m2!3d37.5930248!4d126.9975442!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50"
38,북악팔각정,Uncurry,4.9,음식점,서울특별시 성북구 성북동 성북로 62-1, 12:00~9:00,"https://www.google.com/maps/place/Uncurry/@37.6037901,126.9392507,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDtj4nssL3rj5kg67aB7JWF7IKw66GcIDI2NyDrtoHslYXtjJTqsIHsoJU!3s0x357cbd374e36d105:0xd89983bba81eaf82!4m2!1d126.9806646!2d37.6015529!3m5!1s0x357cbdcfaea6f0d9:0x79a19ae31443c7af!8m2!3d37.5931494!4d127.002038!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
39,북악팔각정,부부셰프,4.5,이탈리아 음식점,서울특별시 성북구 성북로2길 21, 11:30~ 3:00,"https://www.google.com/maps/place/%EB%B6%80%EB%B6%80%EC%85%B0%ED%94%84/@37.6037901,126.9392507,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDtj4nssL3rj5kg67aB7JWF7IKw66GcIDI2NyDrtoHslYXtjJTqsIHsoJU!3s0x357cbd374e36d105:0xd89983bba81eaf82!4m2!1d126.9806646!2d37.6015529!3m5!1s0x357cbcd1c2fda445:0x2b71e94fae049989!8m2!3d37.5894471!4d127.0070349!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5oZGw4eVRqWkJSUkFC"
40,서울숲공원,써니브레드,4.5,무글루텐 레스토랑,"22-2 Seoulsup 2-gil, 성동구 서울특별시", 11:00~ 9:00,"https://www.google.com/maps/place/%EC%8D%A8%EB%8B%88%EB%B8%8C%EB%A0%88%EB%93%9C/@37.5443874,127.0286876,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseuPmeq1rCDrmp3shKzroZwgMjczIOyEnOyauOyIsuqzteybkA!3s0x357ca37d51f4f62b:0xdd9b9865be0f469a!4m2!1d127.0374424!2d37.5443878!3m5!1s0x357ca3b4d3d87507:0xfd4a753cd8078ff7!8m2!3d37.546797!4d127.0410161!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEWZ2x1dGVuX2ZyZWVfcmVzdGF1cmFudA"
41,서울숲공원,차만다 서울숲,4.3,영국(현대식) 레스토랑,서울특별시 성동구 서울숲2길 28-12 1층, 11:30~ 2:30,"https://www.google.com/maps/place/%EC%B0%A8%EB%A7%8C%EB%8B%A4+%EC%84%9C%EC%9A%B8%EC%88%B2/@37.5443874,127.0286876,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseuPmeq1rCDrmp3shKzroZwgMjczIOyEnOyauOyIsuqzteybkA!3s0x357ca37d51f4f62b:0xdd9b9865be0f469a!4m2!1d127.0374424!2d37.5443878!3m5!1s0x357ca529c7b4d33b:0xb9dbcf9e2f823236!8m2!3d37.5465544!4d127.0414424!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEZbW9kZXJuX2JyaXRpc2hfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOcE1VeGhXbHBSRUFF"
42,서울숲공원,버섯집,4.4,한식당,서울특별시 성동구 왕십리로5길 9-10, 11:00~ 3:00,"https://www.google.com/maps/place/%EB%B2%84%EC%84%AF%EC%A7%91/@37.5443868,127.0286876,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyEseuPmeq1rCDrmp3shKzroZwgMjczIOyEnOyauOyIsuqzteybkA!3s0x357ca37d51f4f62b:0xdd9b9865be0f469a!4m2!1d127.0374424!2d37.5443878!3m5!1s0x357ca49c220041c1:0x20e905087ce29b94!8m2!3d37.5466489!4d127.0440995!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERa29yZWFuX3Jlc3RhdXJhbnQ"
43,서울숲공원,kuna,4.5,이탈리아 음식점,서울특별시 성동구 연무장5길 9-16 블루스톤타워 105호, 12:00~10:00,"https://www.google.com/maps/place/kuna/@37.5448972,127.0326359,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyEseuPmeq1rCDrmp3shKzroZwgMjczIOyEnOyauOyIsuqzteybkA!3s0x357ca37d51f4f62b:0xdd9b9865be0f469a!4m2!1d127.0374424!2d37.5443878!3m5!1s0x357ca52270dbef09:0xff22d85c90129201!8m2!3d37.5442361!4d127.0527176!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50"
44,서울숲공원,아비뚜에,4.4,이탈리아 음식점,서울특별시 성동구 성수동1가 72-33, 12:00~3:00,"https://www.google.com/maps/place/%EC%95%84%EB%B9%84%EB%9A%9C%EC%97%90/@37.5443868,127.0286876,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyEseuPmeq1rCDrmp3shKzroZwgMjczIOyEnOyauOyIsuqzteybkA!3s0x357ca37d51f4f62b:0xdd9b9865be0f469a!4m2!1d127.0374424!2d37.5443878!3m5!1s0x357ca484e7232a9d:0x4cf29448ccb3e41d!8m2!3d37.5397947!4d127.0476756!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50"
45,행주산성,화정가든,4.1,한식당,경기도 고양시 행주내동 행주로15번길 49-12 KR, 11:00~ 8:30,"https://www.google.com/maps/place/%ED%99%94%EC%A0%95%EA%B0%80%EB%93%A0/@37.5998788,126.8225866,17z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg7ZaJ7KO864-ZIO2WieyjvOuhnDE167KI6ri4IDg5IO2WieyjvOyCsOyEsQ!3s0x357c9b09fc193cfd:0x39a4c1019b970dc0!4m2!1d126.8247753!2d37.5998788!3m5!1s0x357c9ba716934247:0xf329dfc5ca482d62!8m2!3d37.5993345!4d126.8259983!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERa29yZWFuX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkpiazFVUTJwQlJSQUI"
46,행주산성,장군집,4.1,한식당,경기도 고양시 덕양구 행주내동 152, 11:00~ 9:00,"https://www.google.com/maps/place/%EC%9E%A5%EA%B5%B0%EC%A7%91/@37.5999043,126.8249791,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg7ZaJ7KO864-ZIO2WieyjvOuhnDE167KI6ri4IDg5IO2WieyjvOyCsOyEsQ!3s0x357c9b09fc193cfd:0x39a4c1019b970dc0!4m2!1d126.8247753!2d37.5998788!3m4!1s0x0:0x83cfa248ea88551d!8m2!3d37.6004712!4d126.8258926"
47,행주산성,에덴그린농원,4.4,해산물 요리 전문식당,경기도 고양시 덕양구 행주내동 102-4, 11:00~ 10:00,"https://www.google.com/maps/place/%EC%97%90%EB%8D%B4%EA%B7%B8%EB%A6%B0%EB%86%8D%EC%9B%90/@37.5997215,126.8258643,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg7ZaJ7KO864-ZIO2WieyjvOuhnDE167KI6ri4IDg5IO2WieyjvOyCsOyEsQ!3s0x357c9b09fc193cfd:0x39a4c1019b970dc0!4m2!1d126.8247753!2d37.5998788!3m4!1s0x357c9b085bb4e51d:0x65b58a749969eaa1!8m2!3d37.6003809!4d126.8273197"
48,행주산성,고야,4.2,오리요리전문점,경기도 고양시 덕양구 행주외동 53, 11:00~ 10:00,"https://www.google.com/maps/place/%EA%B3%A0%EC%95%BC/@37.6019416,126.8203016,17z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg7ZaJ7KO864-ZIO2WieyjvOuhnDE167KI6ri4IDg5IO2WieyjvOyCsOyEsQ!3s0x357c9b09fc193cfd:0x39a4c1019b970dc0!4m2!1d126.8247753!2d37.5998788!3m5!1s0x357c9b0868ac53ed:0x6f73cc332631170!8m2!3d37.6033409!4d126.8230842!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEXZ3JpbGxlZF9kdWNrX3Jlc3RhdXJhbnQ"
49,행주산성,청솔가든,4.5,한식당,경기도 고양시 덕양구 행주외동 51-5, 10:00~ 10:00,"https://www.google.com/maps/place/%EC%B2%AD%EC%86%94%EA%B0%80%EB%93%A0/@37.6026286,126.8229487,19z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg7ZaJ7KO864-ZIO2WieyjvOuhnDE167KI6ri4IDg5IO2WieyjvOyCsOyEsQ!3s0x357c9b09fc193cfd:0x39a4c1019b970dc0!4m2!1d126.8247753!2d37.5998788!3m4!1s0x357c9b08613e6e01:0xfa06c8d908dbd978!8m2!3d37.6034523!4d126.8225831"
50,전쟁기념관,남영돈,4.5,한식 고기구이 레스토랑,서울특별시 용산구 남영동 한강대로80길 17, 5:00~10:00,"https://www.google.com/maps/place/%EB%82%A8%EC%98%81%EB%8F%88/@37.5378476,126.9723117,16z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDsnbTtg5zsm5DroZwgMjkg7KCE7J-B6riw64WQ6rSA!3s0x357ca23fb451c4f1:0xe196919c152a17a0!4m2!1d126.9771397!2d37.5366059!3m5!1s0x357ca26a58f9ab3f:0x2069343ca60731ab!8m2!3d37.5427103!4d126.9737624!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEaa29yZWFuX2JhcmJlY3VlX3Jlc3RhdXJhbnQ"
51,전쟁기념관,PIZZA NOUVEAU5(누보5),4.1,피자 전문점,서울특별시 용산구 누보 5 1층, 11:30~ 11:00,"https://www.google.com/maps/place/PIZZA+NOUVEAU5(%EB%88%84%EB%B3%B45)/@37.5351815,126.9735837,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDsnbTtg5zsm5DroZwgMjkg7KCE7J-B6riw64WQ6rSA!3s0x357ca23fb451c4f1:0xe196919c152a17a0!4m2!1d126.9771397!2d37.5366059!3m4!1s0x357ca215fcd45c03:0x9aba82c11bcbddad!8m2!3d37.5353977!4d126.9749386"
52,전쟁기념관,Nm seoul,4.8,비스트로,서울특별시 용산구 용산동3가 1-36, 5:00~10:00,"https://www.google.com/maps/place/Nm+seoul/@37.533734,126.9737011,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDsnbTtg5zsm5DroZwgMjkg7KCE7J-B6riw64WQ6rSA!3s0x357ca23fb451c4f1:0xe196919c152a17a0!4m2!1d126.9771397!2d37.5366059!3m4!1s0x357ca3ebd6966405:0xfe622c4453e39257!8m2!3d37.5338203!4d126.975389"
53,전쟁기념관,해물과차돌박이,4.3,음식점,서울특별시 용산구 한강로1가 50-4, 11:00~ 9:00,"https://www.google.com/maps/place/%ED%95%B4%EB%AC%BC%EA%B3%BC%EC%B0%A8%EB%8F%8C%EB%B0%95%EC%9D%B4/@37.5351597,126.9726746,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDsnbTtg5zsm5DroZwgMjkg7KCE7J-B6riw64WQ6rSA!3s0x357ca23fb451c4f1:0xe196919c152a17a0!4m2!1d126.9771397!2d37.5366059!3m4!1s0x0:0x2cc6059cad2b991b!8m2!3d37.5360225!4d126.9727227"
54,전쟁기념관,몽탄,4.2,한식 고기구이 레스토랑,서울특별시 용산구 한강로동 백범로99길 50, 12:00~9:00,"https://www.google.com/maps/place/%EB%AA%BD%ED%83%84/@37.5347082,126.9695329,17z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyaqeyCsOq1rCDsnbTtg5zsm5DroZwgMjkg7KCE7J-B6riw64WQ6rSA!3s0x357ca23fb451c4f1:0xe196919c152a17a0!4m2!1d126.9771397!2d37.5366059!3m4!1s0x357ca3dea456ce3b:0x229049cf34438e54!8m2!3d37.535959!4d126.9722312"
55,광화문광장,옴레스토랑 광화문점,4.1,인도 레스토랑,서울특별시 종로구 새문안로 103 지하, 11:00~ 10:00,"https://www.google.com/maps/place/%EC%98%B4%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%EA%B4%91%ED%99%94%EB%AC%B8%EC%A0%90/@37.5704235,126.973921,17z/data=!3m1!4b1!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshLjsooXroZwg7IS47KKF64yA66GcIDE3MiDqtJHtmZTrrLjqtJHsnqU!3s0x357ca2eb421c44ad:0xe955a50c118085f8!4m2!1d126.976775!2d37.5740339!3m5!1s0x357ca2ecc9a8d88b:0xf07d1f499dcdb2d9!8m2!3d37.5704235!4d126.9761097!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERaW5kaWFuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXdlbkp1ZDAxM0VBRQ"
56,광화문광장,후라토식당 경복궁본점,4.2,일본 음식점,서울특별시 종로구 사직동 새문안로5길 19, 11:30~ 10:00,"https://www.google.com/maps/place/%ED%9B%84%EB%9D%BC%ED%86%A0%EC%8B%9D%EB%8B%B9+%EA%B2%BD%EB%B3%B5%EA%B6%81%EB%B3%B8%EC%A0%90/@37.5740338,126.9745863,17z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshLjsooXroZwg7IS47KKF64yA66GcIDE3MiDqtJHtmZTrrLjqtJHsnqU!3s0x357ca2eb421c44ad:0xe955a50c118085f8!4m2!1d126.976775!2d37.5740339!3m5!1s0x357ca29115917123:0x180f5a840f76606d!8m2!3d37.5720685!4d126.9740965!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgETamFwYW5lc2VfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSdmF6VkRjMFJuRUFF"
57,광화문광장,닥터로빈 광화문점,4.2,이탈리아 음식점,서울특별시 종로구 청진동 종로3길 17, 10:00~ 9:30,"https://www.google.com/maps/place/%EB%8B%A5%ED%84%B0%EB%A1%9C%EB%B9%88+%EA%B4%91%ED%99%94%EB%AC%B8%EC%A0%90/@37.5708062,126.9767336,17z/data=!3m1!4b1!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshLjsooXroZwg7IS47KKF64yA66GcIDE3MiDqtJHtmZTrrLjqtJHsnqU!3s0x357ca2eb421c44ad:0xe955a50c118085f8!4m2!1d126.976775!2d37.5740339!3m5!1s0x357ca2eb8570ea85:0xd81713228c14787d!8m2!3d37.5708062!4d126.9789223!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU13TFRjM2RuaDNSUkFC"
58,광화문광장,설가온,4.0,한정식집,서울특별시 종로구 세종문화회관 지하1층, 11:30~ 10:00,"https://www.google.com/maps/place/%EC%84%A4%EA%B0%80%EC%98%A8/@37.5719675,126.9750745,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshLjsooXroZwg7IS47KKF64yA66GcIDE3MiDqtJHtmZTrrLjqtJHsnqU!3s0x357ca2eb421c44ad:0xe955a50c118085f8!4m2!1d126.976775!2d37.5740339!3m4!1s0x357ca2eb52cf6963:0x87b70ab00f6b5b56!8m2!3d37.572702!4d126.975902"
59,광화문광장,후니도니,4.5,돈까스 전문식당,서울특별시 종로구 종로1가 19 지하 1층, 11:00~ 2:30,"https://www.google.com/maps/place/%ED%9B%84%EB%8B%88%EB%8F%84%EB%8B%88/@37.5705176,126.9771934,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshLjsooXroZwg7IS47KKF64yA66GcIDE3MiDqtJHtmZTrrLjqtJHsnqU!3s0x357ca2eb421c44ad:0xe955a50c118085f8!4m2!1d126.976775!2d37.5740339!3m4!1s0x357ca2ebf3b376c1:0xe9bf3711b8479a32!8m2!3d37.5707573!4d126.9797226"
60,창의문,레이지 버거 클럽,4.4,햄버거 전문점,서울특별시 종로구 부암동 창의문로 137 2층, 11:30~ 3:00,"https://www.google.com/maps/place/%EB%A0%88%EC%9D%B4%EC%A7%80+%EB%B2%84%EA%B1%B0+%ED%81%B4%EB%9F%BD/@37.5926246,126.9577142,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssq3smrTrj5kg7LC97J2Y66y4!3s0x357ca2b195e97fb1:0x99144e5ea4f5e1e!4m2!1d126.966469!2d37.592625!3m5!1s0x357ca3a803790477:0x587022064d0fb51a!8m2!3d37.592532!4d126.9652892!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
61,창의문,다움223.1,4.2,이탈리아 음식점,서울특별시 종로구 부암동 281-13, 11:00~ 9:00,"https://www.google.com/maps/place/%EB%8B%A4%EC%9B%80223.1/@37.5926246,126.9577142,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssq3smrTrj5kg7LC97J2Y66y4!3s0x357ca2b195e97fb1:0x99144e5ea4f5e1e!4m2!1d126.966469!2d37.592625!3m5!1s0x357ca2ae6dabd285:0x9b106608eedc0fad!8m2!3d37.5941667!4d126.9633333!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJMYjNCaWMySm5FQUU"
62,창의문,TIFY 티파이,4.5,음식점,서울특별시 종로구 부암동 208-43, 12:00~9:30,"https://www.google.com/maps/place/TIFY+%ED%8B%B0%ED%8C%8C%EC%9D%B4/@37.5931056,126.9638449,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssq3smrTrj5kg7LC97J2Y66y4!3s0x357ca2b195e97fb1:0x99144e5ea4f5e1e!4m2!1d126.966469!2d37.592625!3m4!1s0x0:0xb69e7f973fbfde2e!8m2!3d37.5946223!4d126.9643919"
