index,locate,name,rating,classfications,address,hour,url
291,섭지코지,나폴레옹과자점 본점,4.0,제과점,서울특별시 성북구 성북동1가 35-5, 9:00~ 9:00,"https://www.google.com/maps/place/%EB%82%98%ED%8F%B4%EB%A0%88%EC%98%B9%EA%B3%BC%EC%9E%90%EC%A0%90+%EB%B3%B8%EC%A0%90/@37.5887105,127.0043269,16.62z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseu2geq1rCDshLHrtoHroZwgNDAtMiDshK3sp4DsvZTsp4A!3s0x357cbcd121481ed7:0xe964278a8a158659!4m2!1d127.0081684!2d37.5895894!3m4!1s0x357cbcd1600bea7f:0x7713b797fd05bb2!8m2!3d37.5889094!4d127.0051879"
292,섭지코지,참나무이야기,4.3,한식 고기구이 레스토랑,서울특별시 성북구 동소문동1가 10, 12:00~10:30,"https://www.google.com/maps/place/%EC%B0%B8%EB%82%98%EB%AC%B4%EC%9D%B4%EC%95%BC%EA%B8%B0/@37.5889484,127.0052173,16.71z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseu2geq1rCDshLHrtoHroZwgNDAtMiDshK3sp4DsvZTsp4A!3s0x357cbcd121481ed7:0xe964278a8a158659!4m2!1d127.0081684!2d37.5895894!3m5!1s0x357cbcd1d417a12d:0x7168ef76dd0814f1!8m2!3d37.5893887!4d127.0054786!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEaa29yZWFuX2JhcmJlY3VlX3Jlc3RhdXJhbnQ"
293,섭지코지,부부셰프,4.5,이탈리아 음식점,서울특별시 성북구 성북로2길 21, 11:30~ 9:30,"https://www.google.com/maps/place/%EB%B6%80%EB%B6%80%EC%85%B0%ED%94%84/@37.588495,127.0066822,17.87z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseu2geq1rCDshLHrtoHroZwgNDAtMiDshK3sp4DsvZTsp4A!3s0x357cbcd121481ed7:0xe964278a8a158659!4m2!1d127.0081684!2d37.5895894!3m4!1s0x0:0x2b71e94fae049989!8m2!3d37.5894471!4d127.0070349"
294,섭지코지,참나무닭나라,4.3,치킨 전문점,서울특별시 성북구 동소문동2가 290, 5:00~10:00,"https://www.google.com/maps/place/%EC%B0%B8%EB%82%98%EB%AC%B4%EB%8B%AD%EB%82%98%EB%9D%BC/@37.5889361,127.0080859,18.29z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyEseu2geq1rCDshLHrtoHroZwgNDAtMiDshK3sp4DsvZTsp4A!3s0x357cbcd121481ed7:0xe964278a8a158659!4m2!1d127.0081684!2d37.5895894!3m4!1s0x0:0x37c4551040debdab!8m2!3d37.5892652!4d127.0096491"
295,서울로7017,유즈라멘 본점,4.5,일본라면 전문식당,서울특별시 중구 만리동1가 53-8, 11:00~ 9:30,"https://www.google.com/maps/place/%EC%9C%A0%EC%A6%88%EB%9D%BC%EB%A9%98+%EB%B3%B8%EC%A0%90/@37.5556224,126.9666171,16.71z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrtInrnpjrj5ky6rCAIDEyMi0xNCDshJzsmrjroZw3MDE3!3s0x357ca2607008c5c3:0xa35240ec632d4307!4m2!1d126.9705394!2d37.5566606!3m4!1s0x357ca2639a9c055f:0xe9c79b003eda5288!8m2!3d37.5568296!4d126.9681928"
296,서울로7017,국민회관,4.1,한식 고기구이 레스토랑,서울특별시 중구 만리재로 209-2, 12:00~ 12:00,"https://www.google.com/maps/place/%EA%B5%AD%EB%AF%BC%ED%9A%8C%EA%B4%80/@37.5557254,126.9683349,17.58z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrtInrnpjrj5ky6rCAIDEyMi0xNCDshJzsmrjroZw3MDE3!3s0x357ca2607008c5c3:0xa35240ec632d4307!4m2!1d126.9705394!2d37.5566606!3m4!1s0x357ca3cc8f63622d:0x35b6849055c9fcee!8m2!3d37.5561556!4d126.9680843"
297,서울로7017,예송숯불구이,4.1,한식 고기구이 레스토랑,서울특별시 중구 중림동 128-33, 11:00~ 10:00,"https://www.google.com/maps/place/%EC%98%88%EC%86%A1%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4/@37.5576309,126.9675407,17.87z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrtInrnpjrj5ky6rCAIDEyMi0xNCDshJzsmrjroZw3MDE3!3s0x357ca2607008c5c3:0xa35240ec632d4307!4m2!1d126.9705394!2d37.5566606!3m5!1s0x357ca26235277b3f:0x7acae4126f4ae5f4!8m2!3d37.5582293!4d126.9690517!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEaa29yZWFuX2JhcmJlY3VlX3Jlc3RhdXJhbnQ"
298,서울로7017,베리 키친,4.2,퓨전 음식점,서울특별시 중구 만리재로 205, 5:30~10:00,"https://www.google.com/maps/place/%EB%B2%A0%EB%A6%AC+%ED%82%A4%EC%B9%9C/@37.5566605,126.9683346,17z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrtInrnpjrj5ky6rCAIDEyMi0xNCDshJzsmrjroZw3MDE3!3s0x357ca2607008c5c3:0xa35240ec632d4307!4m2!1d126.9705394!2d37.5566606!3m5!1s0x357ca2647b0d5473:0x1f3b5e0506cbbd2c!8m2!3d37.5557771!4d126.9679605!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERZnVzaW9uX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjNkSFp1WTJaM0VBRQ"
299,서울로7017,두툼,4.3,한식 고기구이 레스토랑,서울특별시 중구 중림동 243-1, 12:00~9:00,"https://www.google.com/maps/place/%EB%91%90%ED%88%BC/@37.5582293,126.9631835,16z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrtInrnpjrj5ky6rCAIDEyMi0xNCDshJzsmrjroZw3MDE3!3s0x357ca2607008c5c3:0xa35240ec632d4307!4m2!1d126.9705394!2d37.5566606!3m5!1s0x357ca26349443319:0xa827eef231eab5ea!8m2!3d37.5582293!4d126.9664628!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEaa29yZWFuX2JhcmJlY3VlX3Jlc3RhdXJhbnQ"
300,만장굴,스을,4.5,음식점,제주특별자치도 제주시 구좌읍 행원리 2306 2층, 11:00~ 6:00,"https://www.google.com/maps/place/%EC%8A%A4%EC%9D%84/@33.5333576,126.7751085,14.58z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g66eM7J6l6rW06ri4IDE4MiDrp4zsnqXqtbQ!3s0x350d19c496216a99:0xbb66abf00c2b95a6!4m2!1d126.771481!2d33.528486!3m5!1s0x350d17642a6bd339:0xe3a47c491324522c!8m2!3d33.5301968!4d126.7933046!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
301,만장굴,제주도의 푸른밤,4.3,음식점,"제주특별자치도 제주시 특별자치도, 구좌읍 월행남길 96-1 KR", 11:00~ 7:00,"https://www.google.com/maps/place/%EC%A0%9C%EC%A3%BC%EB%8F%84%EC%9D%98+%ED%91%B8%EB%A5%B8%EB%B0%A4/@33.5311678,126.7586315,14z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g66eM7J6l6rW06ri4IDE4MiDrp4zsnqXqtbQ!3s0x350d19c496216a99:0xbb66abf00c2b95a6!4m2!1d126.771481!2d33.528486!3m5!1s0x350d17eb00000001:0x37f1f15e275b5235!8m2!3d33.5442924!4d126.7892418!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
302,만장굴,봉자네상점,4.7,음식점,"제주특별자치도 제주시 특별자치도, 구좌읍 월정7길 26 KR", 11:30~ 8:30,"https://www.google.com/maps/place/%EB%B4%89%EC%9E%90%EB%84%A4%EC%83%81%EC%A0%90/@33.5396622,126.7753626,14.29z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g66eM7J6l6rW06ri4IDE4MiDrp4zsnqXqtbQ!3s0x350d19c496216a99:0xbb66abf00c2b95a6!4m2!1d126.771481!2d33.528486!3m5!1s0x350d1798b5b6d369:0x94a8a904e52b9388!8m2!3d33.5533095!4d126.7981106!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
303,만장굴,달이 뜨는 식탁,4.3,음식점,제주특별자치도 제주시 구좌읍 월정1길 14, 11:00~ 8:00,"https://www.google.com/maps/place/%EB%8B%AC%EC%9D%B4+%EB%9C%A8%EB%8A%94+%EC%8B%9D%ED%83%81/@33.5504905,126.7876722,15.75z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g66eM7J6l6rW06ri4IDE4MiDrp4zsnqXqtbQ!3s0x350d19c496216a99:0xbb66abf00c2b95a6!4m2!1d126.771481!2d33.528486!3m4!1s0x350d1782f13b8419:0x50429ff5fcc9abb0!8m2!3d33.553394!4d126.792708"
304,만장굴,만월당,4.2,음식점,"제주특별자치도 제주시 특별자치도, 구좌읍 월정1길 56 KR", 11:00~ 8:00,"https://www.google.com/maps/place/%EB%A7%8C%EC%9B%94%EB%8B%B9/@33.5509722,126.7866848,15.75z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g66eM7J6l6rW06ri4IDE4MiDrp4zsnqXqtbQ!3s0x350d19c496216a99:0xbb66abf00c2b95a6!4m2!1d126.771481!2d33.528486!3m5!1s0x350d1788772ad4d3:0xd722cdba16fcf25b!8m2!3d33.5561416!4d126.7930385!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
305,청계 광장,붓처스컷 광화문점,4.3,아메리칸 레스토랑,서울특별시 중구 태평로1가 84, 11:30~ 10:00,"https://www.google.com/maps/place/%EB%B6%93%EC%B2%98%EC%8A%A4%EC%BB%B7+%EA%B4%91%ED%99%94%EB%AC%B8%EC%A0%90/@37.5692288,126.9757091,17z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshJzrprDrj5kgMTQ4IOyyreqzhCDqtJHsnqU!3s0x357ca2ece37bcc93:0x99bd4436f756585d!4m2!1d126.9779139!2d37.5692289!3m5!1s0x357ca2ed051131af:0x48400ab5a8b21a61!8m2!3d37.5683679!4d126.9777195!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgETYW1lcmljYW5fcmVzdGF1cmFudA"
306,청계 광장,플레눼,4.5,영국식 레스토랑,서울특별시 중구 태평로1가 61-1, 12:00~3:00,"https://www.google.com/maps/place/%ED%94%8C%EB%A0%88%EB%88%BC/@37.5692288,126.9757091,17z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshJzrprDrj5kgMTQ4IOyyreqzhCDqtJHsnqU!3s0x357ca2ece37bcc93:0x99bd4436f756585d!4m2!1d126.9779139!2d37.5692289!3m5!1s0x357ca308f499d7eb:0xf483419b47ea530f!8m2!3d37.5681867!4d126.9765134!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESYnJpdGlzaF9yZXN0YXVyYW50"
307,청계 광장,온더보더 광화문D타워점,4.0,패밀리 레스토랑,서울특별시 종로구 종로3길 17 D타워 2층 4호, 11:30~ 9:00,"https://www.google.com/maps/place/%EC%98%A8%EB%8D%94%EB%B3%B4%EB%8D%94+%EA%B4%91%ED%99%94%EB%AC%B8D%ED%83%80%EC%9B%8C%EC%A0%90/@37.5692288,126.9757091,17z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshJzrprDrj5kgMTQ4IOyyreqzhCDqtJHsnqU!3s0x357ca2ece37bcc93:0x99bd4436f756585d!4m2!1d126.9779139!2d37.5692289!5m1!4e3!6e5!3m5!1s0x357ca2eb864f7075:0xe6971971487b3b08!8m2!3d37.570944!4d126.9789095!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERZmFtaWx5X3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlZYMHhYTTFkQkVBRQ"
308,청계 광장,디라이프스타일키친 광화문점,4.3,퓨전 음식점,KR 서울특별시 중구 태평로1가 84번지 지하1층 101A호, 11:30~ 10:00,"https://www.google.com/maps/place/%EB%94%94%EB%9D%BC%EC%9D%B4%ED%94%84%EC%8A%A4%ED%83%80%EC%9D%BC%ED%82%A4%EC%B9%9C+%EA%B4%91%ED%99%94%EB%AC%B8%EC%A0%90/@37.5692288,126.9756984,17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshJzrprDrj5kgMTQ4IOyyreqzhCDqtJHsnqU!3s0x357ca2ece37bcc93:0x99bd4436f756585d!4m2!1d126.9779139!2d37.5692289!5m1!4e3!6e5!3m5!1s0x357ca2ed05a99c13:0xc82defe256c2804d!8m2!3d37.5683689!4d126.97779!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERZnVzaW9uX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTJjVW96UVY5M1JSQUI"
309,청계 광장,닥터로빈 광화문점,4.2,이탈리아 음식점,서울특별시 종로구 청진동 종로3길 17, 11:00~ 9:00,"https://www.google.com/maps/place/%EB%8B%A5%ED%84%B0%EB%A1%9C%EB%B9%88+%EA%B4%91%ED%99%94%EB%AC%B8%EC%A0%90/@37.5692288,126.9756984,17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDshJzrprDrj5kgMTQ4IOyyreqzhCDqtJHsnqU!3s0x357ca2ece37bcc93:0x99bd4436f756585d!4m2!1d126.9779139!2d37.5692289!5m1!4e3!6e5!3m5!1s0x357ca2eb8570ea85:0xd81713228c14787d!8m2!3d37.5708062!4d126.9789223!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU13TFRjM2RuaDNSUkFC"
310,경암동철길마을 시작점,kitchen hygge 키친후가,4.5,햄버거 전문점,전라북도 군산시 조촌동 860-2, 11:00~ 7:30,"https://www.google.com/maps/place/kitchen+hygge+%ED%82%A4%EC%B9%9C%ED%9B%84%EA%B0%80/@35.9745533,126.7285427,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7KCE652867aB64-EIOq1sOyCsOyLnCDqsr3stIzslYgz6ri4IDQ5IEtSIOqyveyVlOuPmeyyoOq4uOuniOydhCDsi5zsnpHsoJA!3s0x35705c6060a73f81:0x5b346d564d7839a!4m2!1d126.7370292!2d35.9812911!3m5!1s0x35705c7db13a12d5:0x526d728eafb861d3!8m2!3d35.9697885!4d126.7366012!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlRlRnB5YkdkblJSQUI"
311,경암동철길마을 시작점,월명 일식,4.6,일본 음식점,"1층, 에이본 호텔, 10 해망로 군산시 전라북도", 10:30~ 2:00,"https://www.google.com/maps/place/%EC%9B%94%EB%AA%85+%EC%9D%BC%EC%8B%9D/@35.9731663,126.7254197,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7KCE652867aB64-EIOq1sOyCsOyLnCDqsr3stIzslYgz6ri4IDQ5IEtSIOqyveyVlOuPmeyyoOq4uOuniOydhCDsi5zsnpHsoJA!3s0x35705c6060a73f81:0x5b346d564d7839a!4m2!1d126.7370292!2d35.9812911!3m5!1s0x35705dd8535831b3:0x248ec86943b87d48!8m2!3d35.9765996!4d126.7244262!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgETamFwYW5lc2VfcmVzdGF1cmFudA"
312,경암동철길마을 시작점,새우랑소바랑,4.1,음식점,전라북도 군산시 조촌동 828번지, 11:00~ 8:00,"https://www.google.com/maps/place/%EC%83%88%EC%9A%B0%EB%9E%91%EC%86%8C%EB%B0%94%EB%9E%91/@35.9773624,126.7322644,16z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCE652867aB64-EIOq1sOyCsOyLnCDqsr3stIzslYgz6ri4IDQ5IEtSIOqyveyVlOuPmeyyoOq4uOuniOydhCDsi5zsnpHsoJA!3s0x35705c6060a73f81:0x5b346d564d7839a!4m2!1d126.7370292!2d35.9812911!3m5!1s0x35705c625ebe99f7:0xb18611ec480eeed6!8m2!3d35.9753649!4d126.7372341!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
313,경암동철길마을 시작점,지곡동옛날돈까스,4.6,돈까스 전문식당,전라북도 군산시 경장동 548-6 KR, 11:30~ 2:00,"https://www.google.com/maps/place/%EC%A7%80%EA%B3%A1%EB%8F%99%EC%98%9B%EB%82%A0%EB%8F%88%EA%B9%8C%EC%8A%A4/@35.9678597,126.7322568,16z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCE652867aB64-EIOq1sOyCsOyLnCDqsr3stIzslYgz6ri4IDQ5IEtSIOqyveyVlOuPmeyyoOq4uOuniOydhCDsi5zsnpHsoJA!3s0x35705c6060a73f81:0x5b346d564d7839a!4m2!1d126.7370292!2d35.9812911!3m4!1s0x0:0x34df393f284c0c1c!8m2!3d35.9701459!4d126.733745"
314,경암동철길마을 시작점,선미집,4.3,한식당,전라북도 군산시 조촌동 743-12, 10:00~ 8:00,"https://www.google.com/maps/place/%EC%84%A0%EB%AF%B8%EC%A7%91/@35.9688979,126.7339973,16.67z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCE652867aB64-EIOq1sOyCsOyLnCDqsr3stIzslYgz6ri4IDQ5IEtSIOqyveyVlOuPmeyyoOq4uOuniOydhCDsi5zsnpHsoJA!3s0x35705c6060a73f81:0x5b346d564d7839a!4m2!1d126.7370292!2d35.9812911!3m4!1s0x0:0x98d43fc727134ee0!8m2!3d35.9701131!4d126.7383969"
315,시흥갯골생태공원,소복국수,4.4,음식점,경기도 시흥시 장곡동 810-6, 9:00~ 9:00,"https://www.google.com/maps/place/%EC%86%8C%EB%B3%B5%EA%B5%AD%EC%88%98/@37.3818005,126.7746944,15.58z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOyLnO2dpeyLnCDsl7DshLHrj5kg64-Z7ISc66GcIDI4NyDsi5ztnaXqsK_qs6jsg53tg5zqs7Xsm5A!3s0x357b7acb729205ff:0x8c477d5ed257cd14!4m2!1d126.7804895!2d37.3899716!3m5!1s0x357b654406bc8259:0xfcf3c56ee07f606c!8m2!3d37.3778011!4d126.7828715!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
316,시흥갯골생태공원,삼겹식당,4.5,음식점,경기도 시흥시 연성동 장곡로 39-1, 11:00~ 10:00,"https://www.google.com/maps/place/%EC%82%BC%EA%B2%B9%EC%8B%9D%EB%8B%B9/@37.384038,126.7683651,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOyLnO2dpeyLnCDsl7DshLHrj5kg64-Z7ISc66GcIDI4NyDsi5ztnaXqsK_qs6jsg53tg5zqs7Xsm5A!3s0x357b7acb729205ff:0x8c477d5ed257cd14!4m2!1d126.7804895!2d37.3899716!3m5!1s0x357b653eb9d851ed:0x26c35134d2a95c11!8m2!3d37.3791906!4d126.7843527!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
317,시흥갯골생태공원,청나라,4.3,음식점,경기도 시흥시 장곡동 820-1, 11:00~ 8:30,"https://www.google.com/maps/place/%EC%B2%AD%EB%82%98%EB%9D%BC/@37.384038,126.7683651,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOyLnO2dpeyLnCDsl7DshLHrj5kg64-Z7ISc66GcIDI4NyDsi5ztnaXqsK_qs6jsg53tg5zqs7Xsm5A!3s0x357b7acb729205ff:0x8c477d5ed257cd14!4m2!1d126.7804895!2d37.3899716!3m5!1s0x357b654d9fbc0b45:0x337d78e07289c326!8m2!3d37.3785478!4d126.7847538!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
318,시흥갯골생태공원,슬기쉐프의행복한맛,4.3,음식점,경기도 시흥시 장곡동 인선길 100 연성프라자 1층 경기도 KR, 11:00~ 3:00,"https://www.google.com/maps/place/%EC%8A%AC%EA%B8%B0%EC%89%90%ED%94%84%EC%9D%98%ED%96%89%EB%B3%B5%ED%95%9C%EB%A7%9B/@37.384038,126.7683651,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOyLnO2dpeyLnCDsl7DshLHrj5kg64-Z7ISc66GcIDI4NyDsi5ztnaXqsK_qs6jsg53tg5zqs7Xsm5A!3s0x357b7acb729205ff:0x8c477d5ed257cd14!4m2!1d126.7804895!2d37.3899716!3m5!1s0x357b7ab289f82c45:0xfe9b629d88466492!8m2!3d37.379669!4d126.7802213!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
319,시흥갯골생태공원,드림골,4.1,음식점,경기도 시흥시 장곡동 819-2, 10:00~ 10:00,"https://www.google.com/maps/place/%EB%93%9C%EB%A6%BC%EA%B3%A8/@37.384038,126.7683651,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOyLnO2dpeyLnCDsl7DshLHrj5kg64-Z7ISc66GcIDI4NyDsi5ztnaXqsK_qs6jsg53tg5zqs7Xsm5A!3s0x357b7acb729205ff:0x8c477d5ed257cd14!4m2!1d126.7804895!2d37.3899716!3m5!1s0x357b654d9a890abd:0x28b3e4170216e81e!8m2!3d37.3780114!4d126.7852592!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
320,광명동굴,소하리바지락칼국수,4.3,칼국수집,경기도 광명시 소하동, 10:00~ 9:00,"https://www.google.com/maps/place/%EC%86%8C%ED%95%98%EB%A6%AC%EB%B0%94%EC%A7%80%EB%9D%BD%EC%B9%BC%EA%B5%AD%EC%88%98/@37.4255294,126.8649816,15.04z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOq0keuqheyLnCDtlZnsmKjrj5kg6rCA7ZWZ66GcODXrsojquLggMTQyIOq0keuqheuPmeq1tA!3s0x357b63e221180341:0x2deb8fd0ea5359a!4m2!1d126.8664843!2d37.4264944!5m1!4e3!6e5!3m5!1s0x357b616f7e7c1ed7:0x1086097f7a717403!8m2!3d37.4334453!4d126.8789898!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgETa2FsZ3Vrc3VfcmVzdGF1cmFudA"
321,광명동굴,서울경복궁 갈비구이&불고기 전문점,4.2,고기 요리 전문점,경기도 광명시 일직동, 11:00~ 10:00,"https://www.google.com/maps/place/%EC%84%9C%EC%9A%B8%EA%B2%BD%EB%B3%B5%EA%B6%81+%EA%B0%88%EB%B9%84%EA%B5%AC%EC%9D%B4%26%EB%B6%88%EA%B3%A0%EA%B8%B0+%EC%A0%84%EB%AC%B8%EC%A0%90/@37.41337,126.8728555,15z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK96riw64-EIOq0keuqheyLnCDtlZnsmKjrj5kg6rCA7ZWZ66GcODXrsojquLggMTQyIOq0keuqheuPmeq1tA!3s0x357b63e221180341:0x2deb8fd0ea5359a!4m2!1d126.8664843!2d37.4264944!5m1!4e3!6e5!3m5!1s0x357b610aadeb55ab:0xf95a354f0699fddc!8m2!3d37.4133705!4d126.8808842!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEPbWVhdF9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5yY2pWeU5FNVJFQUU"
322,광명동굴,훠라라훠궈,4.4,핫팟 레스토랑,경기도 광명시 일직동 141-2, 11:00~ 10:00,"https://www.google.com/maps/place/%ED%9B%A0%EB%9D%BC%EB%9D%BC%ED%9B%A0%EA%B6%88/@37.4141091,126.8749297,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z6rK96riw64-EIOq0keuqheyLnCDtlZnsmKjrj5kg6rCA7ZWZ66GcODXrsojquLggMTQyIOq0keuqheuPmeq1tA!3s0x357b63e221180341:0x2deb8fd0ea5359a!4m2!1d126.8664843!2d37.4264944!3m5!1s0x357b61a9c75f5e31:0x4f01bc6d5d8e4721!8m2!3d37.4221422!4d126.8838692!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaG90X3BvdF9yZXN0YXVyYW50"
