num,locate,name,rating,review,classfications,address,cost,url
389,월드컵공원,High street guest house hongdae,4.4, 46,2성급 호텔,,"₩26,000","https://www.google.com/maps/place/High+street+guest+house+hongdae/@37.5609122,126.9214695,16.92z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsm5Trk5zsu7XroZwgMjQzLTYwIOyblOuTnOy7teqzteybkA!3s0x357c99475fbe4813:0xea15140ec4852b18!4m2!1d126.8894455!2d37.5651076!5m1!4e3!6e3!3m8!1s0x357c994a4bc36b31:0xe195fda7b22685ed!5m2!4m1!1i2!8m2!3d37.560212!4d126.9221319!16s%2Fg%2F11gjt47rt1"
390,월드컵공원,영스테이,4.4, 13,2성급 호텔,,"₩50,250","https://www.google.com/maps/place/%EC%98%81%EC%8A%A4%ED%85%8C%EC%9D%B4/@37.5560092,126.9027652,14.87z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsm5Trk5zsu7XroZwgMjQzLTYwIOyblOuTnOy7teqzteybkA!3s0x357c99475fbe4813:0xea15140ec4852b18!4m2!1d126.8894455!2d37.5651076!5m1!4e3!6e3!3m9!1s0x357c999b2504d7b1:0x2aa7af1207e41f11!5m2!4m1!1i2!8m2!3d37.5495714!4d126.9068799!15sCgbtmLjthZSSAQdsb2RnaW5n!16s%2Fg%2F11h6rrcncd"
391,의왕레일바이크,호텔 세인트(HOTEL SAINT),4.1,54,3성급 호텔,,"₩60,000","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+%EC%84%B8%EC%9D%B8%ED%8A%B8(HOTEL+SAINT)/@37.2813349,126.9519475,13z/data=!4m20!1m9!2m8!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOydmOyZleyLnCDsm5TslZTrj5kgNTI1LTkg7J2Y7JmV66CI7J2867CU7J207YGs!3s0x357b68005818c13b:0x90e6589d885e7183!4m2!1d126.950731!2d37.3097522!3m9!1s0x357b429592fd5b0b:0x3afb1093ec95253f!5m2!4m1!1i2!8m2!3d37.2813349!4d126.9716012!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1tdycj_7"
392,의왕레일바이크,탑클라우드호텔수원점,4.2,81,3성급 호텔,,"₩55,000","https://www.google.com/maps/place/%ED%83%91%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%ED%98%B8%ED%85%94%EC%88%98%EC%9B%90%EC%A0%90/@37.2779583,126.9802716,13.79z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOydmOyZleyLnCDsm5TslZTrj5kgNTI1LTkg7J2Y7JmV66CI7J2867CU7J207YGs!3s0x357b68005818c13b:0x90e6589d885e7183!4m2!1d126.950731!2d37.3097522!5m1!4e3!6e3!3m8!1s0x357b5df2cafebadb:0xf94bba39d3d7ef0a!5m2!4m1!1i2!8m2!3d37.2924146!4d127.0108795!16s%2Fg%2F11j4ppzzb5"
393,의왕레일바이크,호텔 도노,4.0,144,3성급 호텔,,"₩34,435","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+%EB%8F%84%EB%85%B8/@37.2930921,126.9978907,13.67z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOydmOyZleyLnCDsm5TslZTrj5kgNTI1LTkg7J2Y7JmV66CI7J2867CU7J207YGs!3s0x357b68005818c13b:0x90e6589d885e7183!4m2!1d126.950731!2d37.3097522!5m1!4e3!6e3!3m8!1s0x357b5ccb65a3a979:0x8693bc1c5aa9d855!5m2!4m1!1i2!8m2!3d37.2869945!4d127.0138299!16s%2Fg%2F11bwf95jym"
394,북한산 백운대,디자인호텔다니엘캄파넬라,4.1,123,2성급 호텔,,"₩47,869","https://www.google.com/maps/place/%EB%94%94%EC%9E%90%EC%9D%B8%ED%98%B8%ED%85%94%EB%8B%A4%EB%8B%88%EC%97%98%EC%BA%84%ED%8C%8C%EB%84%AC%EB%9D%BC/@37.6420679,127.0117484,14.75z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg67aB7ZWc64-ZIOu2ge2VnOyCsCDrsLHsmrTrjIA!3s0x357cbddd2c41fdd1:0xc8f4fd68793651e1!4m2!1d126.977864!2d37.658929!5m1!9i128516!6e3!3m8!1s0x357cbc116e43ca45:0x4080ca9fc345aab1!5m2!4m1!1i2!8m2!3d37.6374378!4d127.025755!16s%2Fg%2F11cpn8cqpp"
395,북한산 백운대,도봉 호텔 베이 204,4.3,253,3성급 호텔,,"₩62,383","https://www.google.com/maps/place/%EB%8F%84%EB%B4%89+%ED%98%B8%ED%85%94+%EB%B2%A0%EC%9D%B4+204/@37.6300983,126.9760004,12.96z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOqzoOyWkeyLnCDrjZXslpHqtawg67aB7ZWc64-ZIOu2ge2VnOyCsCDrsLHsmrTrjIA!3s0x357cbddd2c41fdd1:0xc8f4fd68793651e1!4m2!1d126.977864!2d37.658929!5m1!9i128516!6e3!3m8!1s0x357cb933916b2daf:0x407bdd6fc21275c0!5m2!4m1!1i2!8m2!3d37.667805!4d127.0436239!16s%2Fg%2F11f4wtvnq_"
396,달전망대,Oakwood Premier Incheon,4.5," 2,493",5성급 호텔,"KR, 165 컨벤시아대로 연수구 인천광역시","₩244,502","https://www.google.com/maps/place/Oakwood+Premier+Incheon/@37.389264,126.6147597,13z/data=!4m18!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOyViOyCsOyLnCDri6jsm5Dqtawg64yA67aA64-ZIOuMgOu2gO2Zqeq4iOuhnCAxOTI3IOuLrOyghOunneuMgA!3s0x357b757d7f0c8a63:0x97ac5eb63a6b6251!4m2!1d126.6092392!2d37.3129812!5m1!4e3!6e3!3m4!1s0x357b77afa616dd59:0xcde7682e6464644e!5m2!4m1!1i2"
397,달전망대,홀리데이 인 인천 송도,4.3," 1,519",4성급 호텔,인천광역시 연수구 인천타워대로 251,"₩83,600","https://www.google.com/maps/place/%ED%99%80%EB%A6%AC%EB%8D%B0%EC%9D%B4+%EC%9D%B8+%EC%9D%B8%EC%B2%9C+%EC%86%A1%EB%8F%84/@37.3122845,126.5385582,12z/data=!4m19!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOyViOyCsOyLnCDri6jsm5Dqtawg64yA67aA64-ZIOuMgOu2gO2Zqeq4iOuhnCAxOTI3IOuLrOyghOunneuMgA!3s0x357b757d7f0c8a63:0x97ac5eb63a6b6251!4m2!1d126.6092392!2d37.3129812!5m1!4e3!6e3!3m5!1s0x357b77b7b069e9a7:0xee71848c9108de9e!5m2!4m1!1i2!15sCgbtmLjthZSSAQVob3RlbA"
398,달전망대,오라카이송도파크호텔,4.1," 1,927",4성급 호텔,인천광역시 연수구 송도동 테크노파크로 151,"₩79,900","https://www.google.com/maps/place/%EC%98%A4%EB%9D%BC%EC%B9%B4%EC%9D%B4%EC%86%A1%EB%8F%84%ED%8C%8C%ED%81%AC%ED%98%B8%ED%85%94/@37.3122845,126.5385582,12z/data=!4m19!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOyViOyCsOyLnCDri6jsm5Dqtawg64yA67aA64-ZIOuMgOu2gO2Zqeq4iOuhnCAxOTI3IOuLrOyghOunneuMgA!3s0x357b757d7f0c8a63:0x97ac5eb63a6b6251!4m2!1d126.6092392!2d37.3129812!5m1!4e3!6e3!3m5!1s0x357b77ae352e028d:0x3a8c502dd3a5d0a2!5m2!4m1!1i2!15sCgbtmLjthZSSAQVob3RlbA"
399,달전망대,블루이팬션,4.0, 27,2성급 호텔,경기도 안산시 단원구 대부북동 1870-92,"₩59,287","https://www.google.com/maps/place/%EB%B8%94%EB%A3%A8%EC%9D%B4%ED%8C%AC%EC%85%98/@37.2857778,126.5540234,14.62z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z6rK96riw64-EIOyViOyCsOyLnCDri6jsm5Dqtawg64yA67aA64-ZIOuMgOu2gO2Zqeq4iOuhnCAxOTI3IOuLrOyghOunneuMgA!3s0x357b757d7f0c8a63:0x97ac5eb63a6b6251!4m2!1d126.6092392!2d37.3129812!5m1!4e3!6e3!3m8!1s0x357ba1b90bb7692d:0xd19c6b470fa1aba1!5m2!4m1!1i2!8m2!3d37.2811258!4d126.5525275!16s%2Fg%2F1tf_fbky"
400,DDP 동대문디자인플라자,96 번지 트래블러스 롯지,4.3, 55,3성급 호텔,,"₩95,000","https://www.google.com/maps/place/96+%EB%B2%88%EC%A7%80+%ED%8A%B8%EB%9E%98%EB%B8%94%EB%9F%AC%EC%8A%A4+%EB%A1%AF%EC%A7%80/@37.5657893,127.0066576,16.42z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDsnYTsp4DroZw36rCAIOydhOyngOuhnCAyODEgRERQIOuPmeuMgOusuOuUlOyekOyduO2UjOudvOyekA!3s0x357b456faf5814f3:0x5c22a91dab450bdc!4m2!1d127.0092236!2d37.5665256!5m1!4e3!6e3!3m8!1s0x357ca33d6fc09587:0x850a9dd4e3f18643!5m2!4m1!1i2!8m2!3d37.5647673!4d127.009757!16s%2Fg%2F11c1xtbbhq"
401,DDP 동대문디자인플라자,토요코인 서울 동대문 2,4.3, 185,3성급 호텔,"325, 중구 서울특별시","₩65,136","https://www.google.com/maps/place/%ED%86%A0%EC%9A%94%EC%BD%94%EC%9D%B8+%EC%84%9C%EC%9A%B8+%EB%8F%99%EB%8C%80%EB%AC%B8+2/@37.5665255,127.0070188,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDsnYTsp4DroZw36rCAIOydhOyngOuhnCAyODEgRERQIOuPmeuMgOusuOuUlOyekOyduO2UjOudvOyekA!3s0x357b456faf5814f3:0x5c22a91dab450bdc!4m2!1d127.0092236!2d37.5665256!5m1!4e3!6e3!3m9!1s0x357ca309c7ebc8a9:0xb3195fb2657a38ec!5m2!4m1!1i2!8m2!3d37.5642119!4d127.0080417!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11fk3sl2ym"
402,DDP 동대문디자인플라자,을지로 코업 레지던스,4.1, 627,3성급 호텔,,"₩37,840","https://www.google.com/maps/place/%EC%9D%84%EC%A7%80%EB%A1%9C+%EC%BD%94%EC%97%85+%EB%A0%88%EC%A7%80%EB%8D%98%EC%8A%A4/@37.5665255,127.0070188,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDsnYTsp4DroZw36rCAIOydhOyngOuhnCAyODEgRERQIOuPmeuMgOusuOuUlOyekOyduO2UjOudvOyekA!3s0x357b456faf5814f3:0x5c22a91dab450bdc!4m2!1d127.0092236!2d37.5665256!5m1!4e3!6e3!3m9!1s0x357ca32209d372a5:0x87e40d07655ea423!5m2!4m1!1i2!8m2!3d37.5661232!4d127.0053703!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1hm3hql09"
403,DDP 동대문디자인플라자,노보텔 앰배서더 서울 동대문,4.4," 1,519",5성급 호텔,,"₩104,501","https://www.google.com/maps/place/%EB%85%B8%EB%B3%B4%ED%85%94+%EC%95%B0%EB%B0%B0%EC%84%9C%EB%8D%94+%EC%84%9C%EC%9A%B8+%EB%8F%99%EB%8C%80%EB%AC%B8/@37.566432,127.0051198,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDsnYTsp4DroZw36rCAIOydhOyngOuhnCAyODEgRERQIOuPmeuMgOusuOuUlOyekOyduO2UjOudvOyekA!3s0x357b456faf5814f3:0x5c22a91dab450bdc!4m2!1d127.0092236!2d37.5665256!5m1!4e3!6e3!3m9!1s0x357ca32270d4fff7:0xd4c80170851a1430!5m2!4m1!1i2!8m2!3d37.5661588!4d127.0042592!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11g1nnhrlw"
404,DDP 동대문디자인플라자,차림게스트하우스,4.3, 24,2성급 호텔,,"₩49,375","https://www.google.com/maps/place/%EC%B0%A8%EB%A6%BC%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4/@37.5665255,127.0070188,17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDsnYTsp4DroZw36rCAIOydhOyngOuhnCAyODEgRERQIOuPmeuMgOusuOuUlOyekOyduO2UjOudvOyekA!3s0x357b456faf5814f3:0x5c22a91dab450bdc!4m2!1d127.0092236!2d37.5665256!5m1!4e3!6e3!3m8!1s0x357ca318092f9f07:0xe359bad3ca2c83d7!5m2!4m1!1i2!8m2!3d37.5648709!4d127.0070198!16s%2Fg%2F11c6ts6_6k"
405,용두암,미르 게스트하우스,4.2, 175,1성급 호텔,,"₩65,000","https://www.google.com/maps/place/%EB%AF%B8%EB%A5%B4+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4/@33.516232,126.5032768,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmqnri7Qy64-ZIOyaqeuRkOyVlOq4uCAxNSDsmqnrkZDslZQ!3s0x350ce4b2810e4315:0x3044bfd3cfaa7bb0!4m2!1d126.5120637!2d33.5162323!5m1!4e3!6e3!3m8!1s0x350cfb4d3fde91ff:0x375ca03454b82357!5m2!4m1!1i2!8m2!3d33.5136377!4d126.5107441!16s%2Fg%2F11b73qzz5l"
406,용두암,라마다 플라자 바이 윈덤 제주 오션 프론트,4.3," 3,136",5성급 호텔,,"₩133,797","https://www.google.com/maps/place/%EB%9D%BC%EB%A7%88%EB%8B%A4+%ED%94%8C%EB%9D%BC%EC%9E%90+%EB%B0%94%EC%9D%B4+%EC%9C%88%EB%8D%A4+%EC%A0%9C%EC%A3%BC+%EC%98%A4%EC%85%98+%ED%94%84%EB%A1%A0%ED%8A%B8/@33.516232,126.5032768,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmqnri7Qy64-ZIOyaqeuRkOyVlOq4uCAxNSDsmqnrkZDslZQ!3s0x350ce4b2810e4315:0x3044bfd3cfaa7bb0!4m2!1d126.5120637!2d33.5162323!5m1!4e3!6e3!3m9!1s0x350ce4a925fd86b5:0xc9d570096cfda6c9!5m2!4m1!1i2!8m2!3d33.5188503!4d126.5180048!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1ydnzgclv"
407,용두암,오션스위츠 제주호텔,4.1," 1,985",4성급 호텔,,"₩95,700","https://www.google.com/maps/place/%EC%98%A4%EC%85%98%EC%8A%A4%EC%9C%84%EC%B8%A0+%EC%A0%9C%EC%A3%BC%ED%98%B8%ED%85%94/@33.516232,126.5032768,15z/data=!4m18!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmqnri7Qy64-ZIOyaqeuRkOyVlOq4uCAxNSDsmqnrkZDslZQ!3s0x350ce4b2810e4315:0x3044bfd3cfaa7bb0!4m2!1d126.5120637!2d33.5162323!5m1!4e3!6e3!3m4!1s0x350ce357de2f83c3:0xd9c68db7871a2165!5m2!4m1!1i2"
408,용두암,Grim Resort,4.2, 24,2성급 호텔,,"₩66,000","https://www.google.com/maps/place/Grim+Resort/@33.5112942,126.5045642,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmqnri7Qy64-ZIOyaqeuRkOyVlOq4uCAxNSDsmqnrkZDslZQ!3s0x350ce4b2810e4315:0x3044bfd3cfaa7bb0!4m2!1d126.5120637!2d33.5162323!5m1!4e3!6e3!3m9!1s0x350cfbe81f084f1f:0x4cc29857629a66a0!5m2!4m1!1i2!8m2!3d33.5163033!4d126.5036094!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11pwqjp2gh"
409,용두암,미소게스트하우스,4.0, 176,2성급 호텔,제주특별자치도 제주시 일도일동 제주특별자치도 제주시 일도일동 1418,"₩49,000","https://www.google.com/maps/place/%EB%AF%B8%EC%86%8C%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4/@33.516232,126.5032768,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmqnri7Qy64-ZIOyaqeuRkOyVlOq4uCAxNSDsmqnrkZDslZQ!3s0x350ce4b2810e4315:0x3044bfd3cfaa7bb0!4m2!1d126.5120637!2d33.5162323!5m1!4e3!6e3!3m8!1s0x350ce355ecf6a01d:0x4db7b2ec79997394!5m2!4m1!1i2!8m2!3d33.5133044!4d126.5238708!16s%2Fg%2F11c1xfs4yp"
410,전주 한옥마을,더머뭄,4.6,62,2성급 호텔,전라북도 전주시 완산구 풍남동3가 81-8,"₩59,906","https://www.google.com/maps/place/%EB%8D%94%EB%A8%B8%EB%AD%84/@35.820431,127.1461138,15z/data=!4m20!1m13!2m12!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652867aB64-EIOyghOyjvOyLnCDsmYTsgrDqtawg7ZKN64Ko64-ZM-qwgCDquLDrprDrjIDroZwgOTkg7KCE7KO8IO2VnOyYpeuniOydhA!3s0x3570236212eebd4b:0x8ef4be1bc6d0848e!4m2!1d127.1526312!2d35.8147105!5m2!4e9!10e4!6e3!3m5!1s0x35702361c14049eb:0x259c6c46161c21ba!5m2!4m1!1i2!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ"
411,전주 한옥마을,서선야 게스트하우스 Seosunya Guesthouse,4.5,51,2성급 호텔,전라북도 전주시 완산구 풍남동2가 27-2 KR,"₩300,000","https://www.google.com/maps/place/%EC%84%9C%EC%84%A0%EC%95%BC+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4+Seosunya+Guesthouse/@35.820431,127.1461138,15z/data=!4m20!1m13!2m12!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652867aB64-EIOyghOyjvOyLnCDsmYTsgrDqtawg7ZKN64Ko64-ZM-qwgCDquLDrprDrjIDroZwgOTkg7KCE7KO8IO2VnOyYpeuniOydhA!3s0x3570236212eebd4b:0x8ef4be1bc6d0848e!4m2!1d127.1526312!2d35.8147105!5m2!4e9!10e4!6e3!3m5!1s0x35702363e2b7ab2f:0x7a53448b0447bb4d!5m2!4m1!1i2!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ"
412,전주 한옥마을,부경당,4.5,37,2성급 호텔,"99-5, Hanji-gil, Wansan-gu, 전주시 CB","₩45,000","https://www.google.com/maps/place/%EB%B6%80%EA%B2%BD%EB%8B%B9/@35.820431,127.1461138,15z/data=!4m20!1m13!2m12!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652867aB64-EIOyghOyjvOyLnCDsmYTsgrDqtawg7ZKN64Ko64-ZM-qwgCDquLDrprDrjIDroZwgOTkg7KCE7KO8IO2VnOyYpeuniOydhA!3s0x3570236212eebd4b:0x8ef4be1bc6d0848e!4m2!1d127.1526312!2d35.8147105!5m2!4e9!10e4!6e3!3m5!1s0x3570236246f491ed:0xfeecc5236b1c6927!5m2!4m1!1i2!15sCgbtmLjthZSSAQVsb2RnZQ"
413,전주 한옥마을,Gyodong-Salrae(교동살래),4.5,53,3성급 호텔,전라북도 전주시 완산구 전주천동로 66-1,"₩60,030","https://www.google.com/maps/place/Gyodong-Salrae(%EA%B5%90%EB%8F%99%EC%82%B4%EB%9E%98)/@35.820431,127.1461138,15z/data=!4m20!1m13!2m12!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652867aB64-EIOyghOyjvOyLnCDsmYTsgrDqtawg7ZKN64Ko64-ZM-qwgCDquLDrprDrjIDroZwgOTkg7KCE7KO8IO2VnOyYpeuniOydhA!3s0x3570236212eebd4b:0x8ef4be1bc6d0848e!4m2!1d127.1526312!2d35.8147105!5m2!4e9!10e4!6e3!3m5!1s0x3570249c3d4d21c1:0x1d608df54f579229!5m2!4m1!1i2!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ"
414,전주 한옥마을,푸른요람,4.6,26,2성급 호텔,,"₩49,998","https://www.google.com/maps/place/%ED%91%B8%EB%A5%B8%EC%9A%94%EB%9E%8C/@35.8128504,127.1504482,17.33z/data=!4m24!1m13!2m12!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652867aB64-EIOyghOyjvOyLnCDsmYTsgrDqtawg7ZKN64Ko64-ZM-qwgCDquLDrprDrjIDroZwgOTkg7KCE7KO8IO2VnOyYpeuniOydhA!3s0x3570236212eebd4b:0x8ef4be1bc6d0848e!4m2!1d127.1526312!2d35.8147105!5m2!4e9!10e4!6e3!3m9!1s0x3570249e0cabb7af:0xb53e72d006c0631b!5m2!4m1!1i2!8m2!3d35.8139139!4d127.1523111!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11dfgn_fqy"
415,북촌한옥마을,Wwoof Korea Hanok Guesthouse,4.7,6,2성급 호텔,,"₩170,000","https://www.google.com/maps/place/Wwoof+Korea+Hanok+Guesthouse/@37.5803634,126.9842755,16.75z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDqs4Trj5nquLggMzcg67aB7LSM7ZWc7Jil66eI7J2E!3s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a!4m2!1d126.9864139!2d37.5789973!5m1!4e3!6e3!3m8!1s0x357ca2dadb6439eb:0x1acb7b3f74c0fd34!5m2!4m1!1i2!8m2!3d37.5796591!4d126.9873431!16s%2Fg%2F11b73q_30t"
416,북촌한옥마을,한옥게스트하우스201,4.8,25,2성급 호텔,서울특별시 종로구 가회동 201,"₩75,206","https://www.google.com/maps/place/%ED%95%9C%EC%98%A5%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4201/@37.580649,126.9821058,16.46z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDqs4Trj5nquLggMzcg67aB7LSM7ZWc7Jil66eI7J2E!3s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a!4m2!1d126.9864139!2d37.5789973!5m1!4e3!6e3!3m9!1s0x357ca2c524ae1c47:0x9a80b5015f491b71!5m2!4m1!1i2!8m2!3d37.5804605!4d126.9853755!15sCgbtmLjthZSSAQdsb2RnaW5n!16s%2Fg%2F11b73ls2nb"
417,북촌한옥마을,소현당 게스트하우스,4.0,58,2성급 호텔,,"₩95,462","https://www.google.com/maps/place/%EC%86%8C%ED%98%84%EB%8B%B9+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4/@37.5787281,126.9836114,16.83z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDqs4Trj5nquLggMzcg67aB7LSM7ZWc7Jil66eI7J2E!3s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a!4m2!1d126.9864139!2d37.5789973!5m1!4e3!6e3!3m8!1s0x357ca2c3f6bd64f7:0x1534b2ab1f945d6b!5m2!4m1!1i2!8m2!3d37.5788779!4d126.9817682!16s%2Fg%2F1tfc4kbs"
418,북촌한옥마을,공심가 한옥 게스트하우스,4.5,40,2성급 호텔,,"₩74,385","https://www.google.com/maps/place/%EA%B3%B5%EC%8B%AC%EA%B0%80+%ED%95%9C%EC%98%A5+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4/@37.5789969,126.977627,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDqs4Trj5nquLggMzcg67aB7LSM7ZWc7Jil66eI7J2E!3s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a!4m2!1d126.9864139!2d37.5789973!5m1!4e3!6e3!3m8!1s0x357ca2c163c37da3:0x306090a7bba01e48!5m2!4m1!1i2!8m2!3d37.5779352!4d126.9808951!16s%2Fg%2F11cs8hx36c"
419,북촌한옥마을,Bukchonmaru Hanok Guesthouse,4.3,37,2성급 호텔,,"₩87,999","https://www.google.com/maps/place/Bukchonmaru+Hanok+Guesthouse/@37.5800799,126.9830275,16.75z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDqs4Trj5nquLggMzcg67aB7LSM7ZWc7Jil66eI7J2E!3s0x357ca2daaff8c14f:0xcdbcbaa9ffc9e59a!4m2!1d126.9864139!2d37.5789973!5m1!4e3!6e3!3m9!1s0x357ca2d0382ad619:0xa6c4db0442e7600c!5m2!4m1!1i2!8m2!3d37.583109!4d126.9874746!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F12hwdtyx3"
420,홍대 쇼핑거리,나인브릭 호텔,4.3, 393,3성급 호텔,,"₩79,925","https://www.google.com/maps/place/%EB%82%98%EC%9D%B8%EB%B8%8C%EB%A6%AD+%ED%98%B8%ED%85%94/@37.5531706,126.9196894,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshJzqtZDrj5kgMzY1LTgg7ZmN64yAIOyHvO2VkeqxsOumrA!3s0x357c98db34e95463:0xc723337f7c07eada!4m2!1d126.9218942!2d37.5531707!5m1!4e3!6e3!3m9!1s0x357c98db3fde75df:0x21f95f85e1a4ad56!5m2!4m1!1i2!8m2!3d37.5537788!4d126.9205347!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c321qqkz"
421,홍대 쇼핑거리,"라이즈, 오토그래프 컬렉션",4.6, 875,4성급 호텔,,"₩165,000","https://www.google.com/maps/place/%EB%9D%BC%EC%9D%B4%EC%A6%88,+%EC%98%A4%ED%86%A0%EA%B7%B8%EB%9E%98%ED%94%84+%EC%BB%AC%EB%A0%89%EC%85%98/@37.5531706,126.9196894,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshJzqtZDrj5kgMzY1LTgg7ZmN64yAIOyHvO2VkeqxsOumrA!3s0x357c98db34e95463:0xc723337f7c07eada!4m2!1d126.9218942!2d37.5531707!5m1!4e3!6e3!3m9!1s0x357c98db50a3198d:0x128e0059c97b434f!5m2!4m1!1i2!8m2!3d37.5543689!4d126.9213025!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11f3jw139t"
